Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCC43,OUT027,5851.726914933705
FDX13,OUT019,568.5605531207856
FDM22,OUT049,887.7378919027776
FDJ03,OUT027,1077.4473316350318
FDU14,OUT018,3755.4604214457463
FDB33,OUT010,379.9304073646443
FDP27,OUT046,3125.3804032083385
FDO38,OUT010,163.33323430579804
FDE28,OUT027,5851.726914933705
FDO27,OUT035,1520.9521297509104
DRL23,OUT027,2888.282724794273
FDS28,OUT046,936.5611510418083
FDX24,OUT013,1484.5170269680516
FDZ02,OUT035,1539.5745209619522
FDL46,OUT045,1909.8769368944506
FDS60,OUT027,4705.704238706893
NCO06,OUT017,597.0512324707561
FDO16,OUT035,1358.1519455449875
FDC60,OUT049,1357.4269584920614
FDA48,OUT018,3402.986569744435
FDZ36,OUT027,5104.375337130527
FDK27,OUT045,2053.6744716809394
FDW23,OUT018,606.2769917362593
FDM14,OUT018,1689.0799110678895
FDM14,OUT013,1658.556009128677
FDW60,OUT018,2823.887076501315
FDE21,OUT013,1978.843209399065
NCM42,OUT035,1667.673295025906
FDY59,OUT010,226.80605745232532
DRI49,OUT049,1300.7315336790282
FDT28,OUT019,367.97079613835325
FDQ22,OUT018,607.9276032048324
FDR60,OUT049,1261.124851473591
FDC50,OUT019,233.10601551458782
FDV24,OUT013,2401.3635125676283
DRF48,OUT010,491.37161072153896
FDQ47,OUT046,634.5374648261961
DRN36,OUT049,1519.057663813771
NCY06,OUT035,2013.1571168010062
FDE52,OUT035,1385.0711228841162
NCB54,OUT045,2008.6299175526394
NCF31,OUT035,2487.5617066708733
FDJ08,OUT027,5112.221805701573
NCC07,OUT017,1655.9982599876848
NCD19,OUT027,1250.5561815540873
FDL46,OUT049,1968.5579325772424
FDM20,OUT045,3973.4582646078516
NCI06,OUT010,447.16192412568904
DRM11,OUT035,4247.0343804107
NCH07,OUT018,2503.032220712413
FDS23,OUT013,2033.3110517665034
FDO49,OUT018,775.5256698121473
FDS35,OUT049,1057.515091388593
DRK39,OUT045,1347.9761606053926
DRI39,OUT049,925.6323657548038
FDV04,OUT017,2522.77591630877
NCN14,OUT035,3042.291342556898
FDH08,OUT013,3773.511482511058
FDS20,OUT046,3137.92620675505
FDV40,OUT049,1149.2402212537024
FDZ48,OUT010,257.6151158304555
FDS24,OUT027,2503.8046575353715
FDK44,OUT049,2865.805606227872
FDS48,OUT045,2523.464656385769
FDK26,OUT010,494.1432314653963
FDD23,OUT045,3092.4693257099607
NCH54,OUT017,2597.7466703036566
NCP14,OUT010,238.58220634316547
FDM60,OUT010,130.3637833324574
FDV24,OUT017,2447.726264863186
FDH08,OUT018,3507.1765238135345
FDS12,OUT027,2999.1932685796214
FDR39,OUT027,4788.141671079417
FDP12,OUT027,988.8199551515302
DRF60,OUT027,5851.726914933705
FDC09,OUT035,1654.6379957188783
FDF50,OUT018,3015.908594719257
FDG28,OUT035,3998.254187750499
NCE19,OUT017,871.6967318043692
NCM53,OUT010,250.2930761036674
NCN18,OUT049,1712.7121679227982
FDF32,OUT035,3120.950342970867
FDF11,OUT013,3894.3342197379843
DRI59,OUT049,3754.731140978422
NCG54,OUT035,2775.685282905905
FDM44,OUT046,1641.227398411847
FDT57,OUT018,3559.473068578875
FDV24,OUT046,2453.609595708717
FDI50,OUT019,570.7793513546966
FDS09,OUT035,774.9750455157762
NCC31,OUT027,4095.402626655553
FDQ07,OUT019,570.9807585493016
FDC22,OUT017,3109.968143700827
FDZ56,OUT046,2780.994589941117
FDZ40,OUT019,130.3637833324574
FDS46,OUT027,2934.395811838441
DRD24,OUT045,2085.1084395031266
FDV45,OUT017,3087.516317160765
FDL26,OUT045,2527.9507869890767
FDA56,OUT018,2012.7040332669503
FDN27,OUT046,1964.328256792786
FDM20,OUT049,3920.042492104547
FDO16,OUT017,1344.1670533924803
FDL03,OUT035,2982.891678761042
FDE58,OUT046,1943.1126549793275
FDI02,OUT027,2923.294837377179
NCC55,OUT019,130.3637833324574
FDR03,OUT018,3185.979967815806
FDB14,OUT017,1447.2597808785258
FDR45,OUT013,3897.283100915482
NCN07,OUT017,2044.38701561751
FDM51,OUT019,243.26314443722168
FDT52,OUT027,5851.726914933705
FDL26,OUT046,2515.5434068628647
NCZ42,OUT046,3946.030051892192
DRI47,OUT019,367.5702924402875
FDW40,OUT013,2079.9372250516835
FDN34,OUT046,2773.5839155731587
FDS01,OUT035,2932.084325184404
NCG55,OUT045,1924.7023388595514
FDC11,OUT035,1356.0117261548878
FDX35,OUT018,3459.65086592612
NCB06,OUT046,2593.204644826946
FDR09,OUT019,568.7619603153905
FDC53,OUT017,1534.6860618238431
FDY45,OUT013,4155.97239077745
FDA22,OUT010,389.0290132700171
FDE02,OUT035,1516.820761799255
FDW21,OUT045,1638.4585172939903
FDV34,OUT046,1177.6561360216213
FDS59,OUT049,1657.8027498117744
NCW17,OUT017,2071.7431570085605
NCK54,OUT046,1957.8115853981988
FDG17,OUT019,570.7793513546966
FDG35,OUT017,2852.647734009276
FDD08,OUT010,130.3637833324574
NCO07,OUT017,3707.272862614615
FDJ10,OUT010,282.89141564615363
FDW36,OUT017,1651.96901082151
FDW21,OUT010,236.71723032435423
FDY19,OUT017,1931.272677620266
DRE03,OUT013,820.608090947256
NCC55,OUT049,634.7715465274237
FDH52,OUT010,133.87118337144912
FDO09,OUT017,4064.336329869434
FDU43,OUT045,3956.131353328551
FDX09,OUT010,416.0093014839835
FDH40,OUT019,199.65131687220534
FDW58,OUT017,1652.7542694575595
FDC47,OUT017,3809.3956562948524
NCR41,OUT035,1501.7241849687018
DRG49,OUT035,3996.620055697473
FDC52,OUT027,4075.73349706126
FDY13,OUT046,1196.188649370818
FDY35,OUT013,717.2955549564206
FDI35,OUT017,3104.3548174743314
NCU18,OUT049,2095.3248966911324
FDY33,OUT018,2513.1581783599763
FDC15,OUT027,4184.652091654728
FDU01,OUT049,3035.0622453766305
NCU42,OUT046,2777.0909999418527
NCV29,OUT018,2835.410060888929
NCY30,OUT017,3018.146016426322
FDQ46,OUT049,1722.6337257968162
FDG58,OUT027,4095.402626655553
FDK33,OUT017,3698.387659629478
NCD07,OUT045,1904.1189062662916
NCX29,OUT027,4004.34801806787
NCT42,OUT013,2413.733442126721
DRN59,OUT035,754.9106889146192
FDI44,OUT035,1276.0824407276398
FDA45,OUT049,2864.792993965653
FDP31,OUT045,1063.6130187213298
FDY01,OUT046,1930.9366509277463
FDT09,OUT018,2043.4441122840433
DRH03,OUT027,2802.28297538629
FDA36,OUT018,3014.9355659593602
NCF31,OUT017,2472.961011147182
FDG14,OUT049,2465.2005915466357
FDG28,OUT027,5851.726914933705
FDU14,OUT049,4071.901460032127
FDY47,OUT019,284.37662793116414
FDI56,OUT049,1373.5009254061938
DRD01,OUT013,1005.516710819702
FDM22,OUT046,957.5943468130697
FDH33,OUT013,710.9090206733986
DRZ24,OUT013,1939.4392740109245
NCQ38,OUT046,1655.8286722047967
FDO16,OUT027,2320.6269487638638
FDU07,OUT027,4063.736260283726
NCB07,OUT013,2996.0431831702263
FDU48,OUT045,2032.2046789189692
NCM43,OUT045,2667.2801223821093
FDR31,OUT010,363.14292650726185
DRK49,OUT018,612.4459465230021
NCI30,OUT010,571.1950736525633
DRD60,OUT017,3049.728495739952
NCG19,OUT046,3796.2043048878695
FDH12,OUT035,1654.1394590955347
FDM32,OUT035,1440.71093266098
FDM27,OUT035,2538.0439577066595
NCU53,OUT027,4268.95303387648
NCQ18,OUT046,1563.5543177349643
FDS10,OUT013,2897.104701264724
FDB33,OUT027,4184.652091654728
FDI12,OUT013,1435.7795563780332
NCW42,OUT013,3665.201983882659
NCC06,OUT018,2031.815119088277
FDW02,OUT017,2011.6333524192744
NCD43,OUT017,1655.936569255212
FDM57,OUT018,1353.972992080849
FDA58,OUT017,3839.1184098189046
FDK56,OUT046,3137.452115693572
FDP52,OUT045,3896.777981351941
FDW20,OUT018,2019.0174658536923
FDS52,OUT049,1613.1739915604774
NCT29,OUT018,1937.2747208815153
NCL54,OUT013,2891.1349935317785
FDC05,OUT045,3085.545250403605
FDF34,OUT035,3055.6082502503386
FDP03,OUT027,2994.5321681786754
FDD32,OUT010,193.96740038347522
FDZ10,OUT045,2018.7024010284604
FDZ40,OUT035,869.8728160261417
FDD51,OUT018,628.8139336238338
NCY30,OUT019,424.950174354292
FDP58,OUT017,3670.4923748570004
FDV49,OUT017,4239.235971197742
FDY24,OUT019,130.3637833324574
NCO55,OUT017,1659.375306517864
FDR13,OUT017,1928.0024310597585
FDS51,OUT017,1020.795438895644
FDP26,OUT045,1655.5152895138533
NCB54,OUT027,2999.1932685796214
FDF32,OUT017,3072.912377681375
FDN31,OUT018,3028.511715827871
DRM48,OUT017,597.551969419929
FDN20,OUT049,2771.9041386429144
DRL01,OUT046,3772.823678218634
FDV56,OUT049,1652.0807905183683
DRH13,OUT027,2888.282724794273
FDA03,OUT017,2507.6303000664107
FDF47,OUT027,5851.726914933705
FDX32,OUT046,2522.383471592557
FDX57,OUT049,1516.0657843429728
NCA30,OUT045,3007.468747193844
FDO49,OUT013,824.9992029904142
FDL04,OUT019,244.62178373988408
DRM48,OUT035,600.4184260017679
FDR16,OUT013,3540.633504496898
NCC19,OUT018,3022.467522126658
NCE42,OUT045,3932.8682612456205
FDY24,OUT017,869.7507123046593
FDH19,OUT049,2845.118450464703
FDJ46,OUT013,2851.3304431295046
FDN45,OUT010,568.7619603153905
FDY08,OUT035,2028.3820330969031
FDZ37,OUT035,1367.1462570710573
NCT30,OUT045,766.4852754310517
DRY23,OUT018,619.9563832893991
NCZ30,OUT018,2008.854810468968
FDC44,OUT018,1848.8604415498517
FDB45,OUT035,1652.7542694575595
FDY04,OUT013,2563.489743176304
FDM27,OUT046,2575.645199094453
FDZ43,OUT017,3977.290834812872
FDT39,OUT019,368.67950361635997
NCC06,OUT019,282.2402710333047
FDL15,OUT027,4095.402626655553
FDL57,OUT017,4163.26278501705
FDU08,OUT046,1551.7527083435873
FDK40,OUT017,4233.414988727698
FDQ12,OUT010,568.5605531207856
FDS48,OUT017,2512.516651511448
FDP09,OUT045,3675.770671095595
FDW21,OUT049,1555.2001832237397
FDY25,OUT035,3056.7176740718874
DRE13,OUT017,1359.6407623219916
FDV43,OUT019,130.3637833324574
FDD22,OUT045,1730.599792502178
FDM46,OUT019,232.61451611293992
NCO30,OUT010,476.40525647758574
FDM25,OUT046,2861.9535759289715
NCN41,OUT049,2029.539830762397
FDU24,OUT045,1463.0011793131268
FDZ50,OUT046,3141.829629476383
FDP45,OUT013,4053.420585115889
NCM54,OUT045,2011.654123257034
FDW10,OUT019,415.2414307072356
FDP20,OUT017,2017.7424927629866
FDK32,OUT046,2518.8783308796196
FDN52,OUT049,1359.2249497018254
FDM58,OUT045,1722.9259397841697
FDZ46,OUT027,2908.563509458489
NCA18,OUT018,1867.2610252719758
FDD35,OUT046,2085.9851317573157
NCK31,OUT035,765.510686175078
FDI40,OUT027,2866.3478801611227
FDT50,OUT019,234.93017232923822
NCT06,OUT046,2632.6611269483956
FDT31,OUT035,3001.1350772109267
FDT45,OUT049,886.3265543451848
FDT13,OUT045,3081.4373271755944
FDO50,OUT045,1389.3263752334644
NCU18,OUT010,281.53415459726324
NCR54,OUT049,3092.1093071307014
NCO18,OUT018,2835.6240641437994
FDU09,OUT045,874.1197994443669
FDT13,OUT018,3003.8707158858833
FDE09,OUT046,1756.4147189379967
NCK53,OUT019,243.26314443722168
FDG45,OUT049,3580.436433852249
DRH15,OUT035,674.9219171239114
FDO21,OUT019,570.7793513546966
FDD14,OUT027,5104.375337130527
FDC09,OUT046,1654.530098668463
FDH45,OUT027,1004.2602613337335
FDV32,OUT046,1104.1014220909303
FDG12,OUT035,2003.5496665632993
FDS32,OUT013,2066.7995611683527
NCL55,OUT018,3719.274402581043
DRE01,OUT035,3885.053643833957
DRE15,OUT049,1266.1858061955722
NCL42,OUT045,3972.7117612134684
FDP31,OUT013,1216.2898608184778
FDN33,OUT018,1439.9646077932186
FDZ59,OUT046,2560.547603964827
FDE45,OUT010,421.11300185364985
FDJ07,OUT013,2002.2848500719483
FDQ45,OUT018,3015.92027314062
FDM33,OUT027,5851.726914933705
FDO15,OUT010,152.2546217953587
FDM46,OUT013,1484.7480772869044
FDR03,OUT045,3423.773570286167
FDY49,OUT018,2659.384349123639
FDQ60,OUT045,1937.0041857152187
FDW10,OUT049,2838.441019538797
FDO51,OUT049,676.9213098494946
FDJ40,OUT018,1641.996669921207
FDS20,OUT018,3032.0974748894096
FDU45,OUT013,1814.7585346432047
FDV02,OUT035,2761.789087898671
FDN09,OUT046,3939.7131760753127
NCM55,OUT027,5104.375337130527
FDN23,OUT018,2357.89801269382
FDY31,OUT010,368.0570362732752
FDW03,OUT010,238.82816239377033
FDD14,OUT046,3060.2553836665575
FDV23,OUT017,1999.2574211330389
DRI03,OUT045,2872.5845840123843
FDN13,OUT035,1566.1241234175907
FDF45,OUT027,1328.37894551278
FDU46,OUT035,1368.4262858619031
FDB57,OUT049,3731.184072020842
FDV12,OUT049,1556.8631888581326
FDQ58,OUT013,2413.1989852685897
NCA18,OUT017,1901.0763261906543
FDH52,OUT049,974.3129895208626
FDM24,OUT018,2370.175908832412
NCP43,OUT027,4788.141671079417
NCO18,OUT019,420.2761194610043
FDM32,OUT017,1392.1798884106006
NCL07,OUT017,603.3969295120428
FDK03,OUT013,4024.645556357461
FDP59,OUT017,1649.2272262325007
FDQ24,OUT049,4049.1828507583805
FDQ16,OUT018,1637.9424953858636
FDU44,OUT013,2529.483660827165
FDH28,OUT010,130.3637833324574
FDV28,OUT019,130.3637833324574
FDM22,OUT045,890.9616003157793
FDR56,OUT046,3093.789614999712
FDV39,OUT049,3084.782804580811
FDU37,OUT019,173.22592432344425
FDQ11,OUT010,570.7793513546966
FDX02,OUT045,3807.111459494699
NCS42,OUT018,1430.123276328504
FDY57,OUT027,2802.28297538629
FDB21,OUT049,3794.5699800978905
FDE28,OUT017,3846.79984393536
FDQ55,OUT017,1940.2398596637206
FDA48,OUT049,3656.9928528553246
FDZ19,OUT045,2855.2780924851795
NCC43,OUT045,3943.5952308334877
NCV18,OUT046,1361.391857753491
NCA42,OUT018,2465.858763500409
FDY45,OUT046,4170.676824069082
NCC30,OUT045,2955.6614184738555
FDM57,OUT013,1441.3169076190181
FDL09,OUT010,389.58183577996334
FDB09,OUT027,2994.5321681786754
FDT44,OUT035,1944.353013382251
NCT06,OUT027,4268.95303387648
FDX26,OUT049,3143.1250518258257
FDK32,OUT013,2476.0545067398257
DRA12,OUT046,2119.708205674854
FDO46,OUT010,494.1432314653963
FDE52,OUT013,1436.5933740770356
NCH42,OUT045,3881.9346487347498
FDV08,OUT035,624.7151675644436
FDB47,OUT018,3345.829527257
FDC28,OUT010,257.6151158304555
FDD22,OUT046,1907.1342166696068
FDS07,OUT027,2926.217357198557
DRI13,OUT045,3697.6190361461026
FDG32,OUT018,3412.299664643003
FDU14,OUT017,4134.879046525628
FDD28,OUT019,130.3637833324574
NCP41,OUT017,1666.2974646075877
FDS08,OUT049,2863.537710672374
FDX47,OUT045,2537.9925681265076
FDC53,OUT019,243.26314443722168
FDQ19,OUT035,4002.44594196436
FDL14,OUT045,2485.9405322448392
FDM33,OUT019,568.7619603153905
FDA51,OUT045,1878.17104929865
FDZ27,OUT018,773.5847652608493
FDT04,OUT046,653.5991216394792
DRC13,OUT049,2041.401757170429
FDR16,OUT027,5851.726914933705
FDQ03,OUT027,5851.726914933705
FDE38,OUT035,2675.7384946731154
DRH23,OUT027,1271.5258130546194
FDT11,OUT019,493.3753606886485
FDD09,OUT035,2991.59577012201
FDR40,OUT045,1344.4149348398682
FDX07,OUT017,3028.9509296944725
FDR07,OUT035,1531.6396132306224
FDA51,OUT017,1880.2314744589728
FDT59,OUT019,568.5605531207856
FDF20,OUT017,3073.9051417622304
FDR13,OUT045,1927.1566061089945
FDY26,OUT049,3632.6067710799216
FDW04,OUT017,2019.1613848963318
FDK52,OUT017,3802.121442094248
FDN60,OUT049,2568.1105298690977
FDM09,OUT019,407.60169726142493
FDP46,OUT049,1348.685722784324
FDB50,OUT019,172.23312009684938
NCQ29,OUT049,4022.6842000185275
FDP16,OUT027,5851.726914933705
FDX33,OUT018,2469.8947552233903
FDP07,OUT010,512.592482098772
FDN22,OUT046,3937.3143610971183
FDF39,OUT049,4167.355636423224
FDS21,OUT017,974.8938749195169
NCM42,OUT013,1660.7660716181676
FDK50,OUT019,383.4028682015655
DRF13,OUT027,4063.736260283726
FDH35,OUT018,2520.148304842802
FDP60,OUT018,1547.5581542685238
DRJ49,OUT027,3004.6491407804033
NCT42,OUT019,368.1231149502338
FDE38,OUT049,2652.4426933013224
FDI04,OUT049,3122.5696121940355
NCH54,OUT045,2594.0901422717325
FDT56,OUT049,940.3369853181845
DRD15,OUT018,3490.3802996801846
FDV58,OUT013,3012.871836605762
FDP21,OUT049,3128.8106271062466
FDH05,OUT013,3701.1931357312014
FDR10,OUT027,4228.024189853545
NCP06,OUT045,2521.1337281358483
FDF33,OUT049,1651.7505141278234
DRK37,OUT013,3093.752241821686
DRH49,OUT045,1323.707031144508
FDT58,OUT013,2631.758791336255
FDD41,OUT018,1634.177503251933
FDP40,OUT018,1694.5904848683736
FDM51,OUT027,2866.3478801611227
FDO45,OUT010,197.2457197820103
FDW33,OUT010,238.58220634316547
FDY24,OUT045,872.2545056504304
FDB10,OUT010,568.7619603153905
FDM40,OUT035,2067.982850830804
NCI06,OUT017,3051.099349250874
FDW12,OUT019,339.9583298312328
FDX48,OUT027,4095.402626655553
NCW05,OUT027,2888.282724794273
FDX27,OUT017,1510.9066595267768
DRM37,OUT045,3076.3957955190112
FDA38,OUT045,3970.2164562404128
FDR36,OUT046,651.08578116089
FDZ45,OUT046,3125.6744967445125
FDG05,OUT017,2539.6290865912406
FDK28,OUT013,4221.867408743845
FDV47,OUT045,1342.3666576102007
FDN21,OUT045,2583.8774945682203
FDP20,OUT027,2999.1932685796214
FDI35,OUT045,3096.351343961505
DRY23,OUT013,714.8476506184613
FDA56,OUT017,2052.6320711872336
FDB09,OUT013,2012.1414013268402
NCO26,OUT027,2930.46230178959
FDQ49,OUT018,2461.8214790656957
FDI52,OUT027,2994.5321681786754
FDZ44,OUT027,2930.46230178959
FDZ09,OUT018,2533.216693651741
FDY03,OUT049,1905.235886145725
NCG42,OUT017,2038.4937444995264
DRI13,OUT027,5851.726914933705
FDQ32,OUT013,2026.4288395526653
FDW16,OUT035,1383.33595872549
FDU27,OUT046,789.2268493779696
FDR28,OUT010,384.3062415194791
FDQ49,OUT010,380.48322987459056
FDS37,OUT046,1947.7224664213186
FDW26,OUT018,3416.9601899926624
FDX12,OUT018,3601.7479809482097
NCP06,OUT013,2465.6563772416553
FDW45,OUT010,368.0570362732752
NCN30,OUT049,1489.526034630239
FDN24,OUT049,888.1222068590324
NCL41,OUT027,989.7724315742847
FDR02,OUT019,259.8873050111178
FDD09,OUT010,444.3903033818317
FDS33,OUT010,197.55809458036526
FDU22,OUT045,1980.8906549203757
FDI53,OUT013,2500.9937252299565
DRH01,OUT049,2873.5270690391135
FDX32,OUT013,2097.835003943107
NCP30,OUT018,608.8794165095898
FDB60,OUT045,3054.1416482016994
FDB14,OUT049,1439.4426616458156
NCP02,OUT035,872.740378726536
FDJ10,OUT017,2020.238771575081
FDG34,OUT046,1727.090375075439
NCB18,OUT017,1354.0076226112847
FDM16,OUT049,1137.4616798240759
FDW25,OUT018,1348.826549715414
FDB35,OUT010,222.07328468509655
DRN11,OUT013,2100.6845529635552
FDF41,OUT019,568.7619603153905
FDH16,OUT045,1372.5565977198992
NCQ50,OUT018,3342.157099555515
DRH23,OUT018,924.5302063874971
DRJ37,OUT013,2411.361562178899
DRJ24,OUT027,5104.375337130527
FDY16,OUT035,3052.3909802301823
FDQ27,OUT045,1659.2419531253015
FDZ33,OUT045,2475.158198179917
FDF29,OUT045,2089.33849232194
FDA08,OUT049,2568.805274992252
FDG31,OUT046,1115.4805042881887
FDE34,OUT019,462.78252739120654
NCR30,OUT027,1481.7644437496078
FDV33,OUT035,4203.919754671338
DRZ24,OUT018,1940.537345819699
NCL54,OUT035,2888.8516714296043
FDR12,OUT049,2892.5871140395625
NCC54,OUT046,3819.8968869873434
DRN59,OUT013,812.7206017969286
FDX50,OUT019,261.0206451244471
FDV31,OUT027,4705.704238706893
NCA29,OUT027,4382.7404563251275
FDW60,OUT049,2914.3325160597865
FDX08,OUT017,3106.380566867933
DRD49,OUT013,3746.708398307564
FDD33,OUT046,3755.209201616079
FDW35,OUT013,712.0992597278465
FDJ36,OUT017,1653.6751176303733
FDV51,OUT035,2683.405670051234
FDW36,OUT046,1658.433177396277
FDH35,OUT046,2594.233403804063
NCS30,OUT027,3004.6491407804033
FDN49,OUT017,603.916758062356
FDL08,OUT018,3601.886180395574
FDI09,OUT013,3774.374464977744
FDP19,OUT018,1978.1454124965956
FDU21,OUT010,130.3637833324574
NCP41,OUT045,1661.6331840282617
FDY10,OUT013,1820.785303886978
FDP12,OUT018,592.8791928984444
NCN26,OUT049,1950.466885070296
FDK44,OUT013,2839.632856021045
FDC28,OUT049,1654.1569171967515
FDJ41,OUT027,5851.726914933705
NCT29,OUT035,1995.1062336006732
NCH42,OUT019,570.7793513546966
FDU60,OUT018,2615.6055106971717
FDS02,OUT045,3090.422473142938
FDC51,OUT046,2085.9851317573157
FDU03,OUT013,3043.0330692550037
FDX39,OUT045,3700.7942512736904
NCY05,OUT010,130.3637833324574
NCL06,OUT027,5851.726914933705
FDD32,OUT035,1274.1883175409869
NCN41,OUT045,2002.713326548456
NCX53,OUT049,2152.4796855449213
FDU57,OUT019,367.9672299821734
FDQ23,OUT046,1654.1998222779187
FDQ52,OUT045,3986.446986264464
FDC14,OUT045,622.1152090115877
FDY09,OUT035,2923.72635394499
FDQ28,OUT045,2544.00994607662
FDV25,OUT046,3755.333066086077
FDJ07,OUT035,1961.315143395481
DRB25,OUT049,1644.82994988501
FDK52,OUT019,568.7619603153905
FDY52,OUT027,1420.287668631984
FDB28,OUT046,3110.7702790541884
FDT36,OUT035,599.0905274274191
FDV25,OUT017,3824.1624689030155
NCN07,OUT027,3004.6491407804033
FDC57,OUT017,3013.7631575316
FDQ03,OUT018,3512.994398788206
FDU23,OUT017,2726.67853688558
NCX41,OUT035,3697.2799288003234
NCD06,OUT035,759.5847644574148
FDW08,OUT045,1658.5410744466917
NCU29,OUT017,2463.2665506539565
NCE06,OUT013,2482.706947012862
FDV52,OUT010,270.85323608032996
FDB02,OUT017,2922.463908278868
NCR18,OUT045,635.8031504137955
FDK16,OUT049,1489.3147355423102
NCQ29,OUT010,570.9807585493016
FDZ01,OUT019,244.86773979048897
FDW27,OUT035,2529.0673490643935
FDD17,OUT018,3556.883961901623
FDW39,OUT013,2884.0454352231113
DRH59,OUT045,1117.562423730497
FDS52,OUT013,1640.2375781782234
FDU40,OUT027,5728.824422493527
NCF54,OUT013,2819.7505742836483
FDH46,OUT045,1657.071504851277
NCP14,OUT049,1643.7548050634161
FDH50,OUT049,3152.782055345757
DRF15,OUT010,370.5170349104253
FDV27,OUT027,2503.8046575353715
NCJ06,OUT049,2037.9689415349965
FDN02,OUT018,3174.8523788078223
FDQ51,OUT049,779.3302339220181
FDQ07,OUT017,3769.144355690067
FDS45,OUT049,1647.7600061636365
NCJ06,OUT045,2019.28277016337
FDD36,OUT035,1971.5332405665706
FDY25,OUT045,3110.7175507800293
FDU52,OUT046,2459.221695856516
DRK47,OUT017,3880.1995343863264
NCL30,OUT017,2017.7424927629866
FDN22,OUT035,3987.2941265746554
NCF30,OUT027,2999.1932685796214
FDK03,OUT035,4108.236985189496
FDT45,OUT017,897.3495325929838
NCC54,OUT027,5851.726914933705
FDP08,OUT018,2919.5836522436066
FDU44,OUT046,2597.6165704790615
