Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW21,OUT018,1372.688490740741
NCH29,OUT046,1559.342975268817
FDU58,OUT013,2893.83982589928
FDY27,OUT017,2851.6316958762886
FDV56,OUT035,1784.4287381818176
FDT59,OUT046,4109.900606217618
FDB23,OUT046,3753.0000993630583
FDR49,OUT045,798.2176035398227
FDB03,OUT010,584.7577647727272
FDN39,OUT045,2453.747700699301
FDX02,OUT027,5329.314724444442
FDQ16,OUT027,2517.8820884848496
FDU35,OUT018,1372.688490740741
NCT29,OUT013,1987.2510486486474
FDZ27,OUT046,798.2176035398227
FDN57,OUT017,2309.2007980000003
FDA03,OUT018,2232.8470218487396
FDZ36,OUT045,3384.108064242422
NCU05,OUT013,1243.0689297709919
FDT39,OUT018,2232.8470218487396
FDK60,OUT017,1559.342975268817
FDZ25,OUT017,2894.2207107142867
FDG12,OUT046,2243.6695967213113
DRB01,OUT019,482.6995426229507
NCC43,OUT027,6280.890879999999
FDX13,OUT019,584.7577647727272
FDM22,OUT049,796.6402682539683
FDJ03,OUT027,1378.2631852760737
FDU14,OUT018,3327.9525829268273
FDB33,OUT010,346.89728372093015
FDP27,OUT046,3391.5912527272735
FDO38,OUT010,165.91858165137614
FDE28,OUT027,6280.890879999999
FDO27,OUT035,1559.342975268817
DRL23,OUT027,2517.8820884848496
FDS28,OUT046,935.0323883040934
FDX24,OUT013,1481.8506141732291
FDZ02,OUT035,1559.342975268817
FDL46,OUT045,1827.832845454546
FDS60,OUT027,5329.314724444442
NCO06,OUT017,583.8145788617884
FDO16,OUT035,1481.8506141732291
FDC60,OUT049,1259.5490513157893
FDA48,OUT018,3327.9525829268273
FDZ36,OUT027,5329.314724444442
FDK27,OUT045,1827.832845454546
FDW23,OUT018,507.04640366972484
FDM14,OUT018,1372.688490740741
FDM14,OUT013,1690.234086238532
FDW60,OUT018,2851.6316958762886
FDE21,OUT013,1922.1493817142853
NCM42,OUT035,1879.0540500000002
FDY59,OUT010,219.21852093023253
DRI49,OUT049,1259.5490513157893
FDT28,OUT019,346.89728372093015
FDQ22,OUT018,507.04640366972484
FDR60,OUT049,1259.5490513157893
FDC50,OUT019,219.21852093023253
FDV24,OUT013,2503.5013364485976
DRF48,OUT010,482.6995426229507
FDQ47,OUT046,583.8145788617884
DRN36,OUT049,1559.342975268817
NCY06,OUT035,1987.2510486486474
FDE52,OUT035,1424.5946902777778
NCB54,OUT045,1827.832845454546
NCF31,OUT035,2286.413267368421
FDJ08,OUT027,5329.314724444442
NCC07,OUT017,1690.234086238532
NCD19,OUT027,1378.2631852760737
FDL46,OUT049,1987.2510486486474
FDM20,OUT045,4109.900606217618
NCI06,OUT010,425.9355914529913
DRM11,OUT035,4433.30403265306
NCH07,OUT018,2232.8470218487396
FDS23,OUT013,2142.7435709401716
FDO49,OUT018,713.8586545454544
FDS35,OUT049,1103.1862133333327
DRK39,OUT045,1481.8506141732291
DRI39,OUT049,796.6402682539683
FDV04,OUT017,2503.5013364485976
NCN14,OUT035,3384.108064242422
FDH08,OUT013,4109.900606217618
FDS20,OUT046,3384.108064242422
FDV40,OUT049,1103.1862133333327
FDZ48,OUT010,281.48208181818165
FDS24,OUT027,2517.8820884848496
FDK44,OUT049,2568.3328336448594
FDS48,OUT045,2660.9504030303033
FDK26,OUT010,482.6995426229507
FDD23,OUT045,3391.5912527272735
NCH54,OUT017,2894.2207107142867
NCP14,OUT010,219.21852093023253
FDM60,OUT010,92.67548155339807
FDV24,OUT017,2503.5013364485976
FDH08,OUT018,3327.9525829268273
FDS12,OUT027,3242.0620715328478
FDR39,OUT027,5329.314724444442
FDP12,OUT027,1378.2631852760737
DRF60,OUT027,6280.890879999999
FDC09,OUT035,1784.4287381818176
FDF50,OUT018,2893.83982589928
FDG28,OUT035,4109.900606217618
NCE19,OUT017,935.0323883040934
NCM53,OUT010,281.48208181818165
NCN18,OUT049,1511.8747716981122
FDF32,OUT035,3130.004904950495
FDF11,OUT013,4109.900606217618
DRI59,OUT049,3753.0000993630583
NCG54,OUT035,2894.2207107142867
FDM44,OUT046,1690.234086238532
FDT57,OUT018,3327.9525829268273
FDV24,OUT046,2503.5013364485976
FDI50,OUT019,584.7577647727272
FDS09,OUT035,713.8586545454544
NCC31,OUT027,4117.317712631577
FDQ07,OUT019,584.7577647727272
FDC22,OUT017,3391.5912527272735
FDZ56,OUT046,2894.2207107142867
FDZ40,OUT019,165.91858165137614
FDS46,OUT027,3242.0620715328478
DRD24,OUT045,1827.832845454546
FDV45,OUT017,2939.348476190476
FDL26,OUT045,2894.2207107142867
FDA56,OUT018,1752.252440000001
FDN27,OUT046,1922.1493817142853
FDM20,OUT049,4109.900606217618
FDO16,OUT017,1481.8506141732291
FDL03,OUT035,3130.004904950495
FDE58,OUT046,1922.1493817142853
FDI02,OUT027,3242.0620715328478
NCC55,OUT019,92.67548155339807
FDR03,OUT018,3327.9525829268273
FDB14,OUT017,1424.5946902777778
FDR45,OUT013,4109.900606217618
NCN07,OUT017,2243.6695967213113
FDM51,OUT019,219.21852093023253
FDT52,OUT027,6280.890879999999
FDL26,OUT046,2660.9504030303033
NCZ42,OUT046,4109.900606217618
DRI47,OUT019,346.89728372093015
FDW40,OUT013,2309.2007980000003
FDN34,OUT046,2894.2207107142867
FDS01,OUT035,2851.6316958762886
NCG55,OUT045,1827.832845454546
FDC11,OUT035,1424.5946902777778
FDX35,OUT018,3327.9525829268273
NCB06,OUT046,2894.2207107142867
FDR09,OUT019,584.7577647727272
FDC53,OUT017,1559.342975268817
FDY45,OUT013,4433.30403265306
FDA22,OUT010,425.9355914529913
FDE02,OUT035,1559.342975268817
FDW21,OUT045,1879.0540500000002
FDV34,OUT046,1103.1862133333327
FDS59,OUT049,1784.4287381818176
NCW17,OUT017,2243.6695967213113
NCK54,OUT046,1922.1493817142853
FDG17,OUT019,584.7577647727272
FDG35,OUT017,3104.1898299065438
FDD08,OUT010,92.67548155339807
NCO07,OUT017,3753.0000993630583
FDJ10,OUT010,281.48208181818165
FDW36,OUT017,1511.8747716981122
FDW21,OUT010,219.21852093023253
FDY19,OUT017,1922.1493817142853
DRE03,OUT013,798.2176035398227
NCC55,OUT049,677.1027476190475
FDH52,OUT010,165.91858165137614
FDO09,OUT017,4034.300306896551
FDU43,OUT045,4109.900606217618
FDX09,OUT010,425.9355914529913
FDH40,OUT019,219.21852093023253
FDW58,OUT017,1690.234086238532
FDC47,OUT017,3737.295775182482
NCR41,OUT035,1559.342975268817
DRG49,OUT035,3737.295775182482
FDC52,OUT027,4117.317712631577
FDY13,OUT046,1103.1862133333327
FDY35,OUT013,507.04640366972484
FDI35,OUT017,3384.108064242422
NCU18,OUT049,2309.2007980000003
FDY33,OUT018,2232.8470218487396
FDC15,OUT027,4117.317712631577
FDU01,OUT049,2752.9709346534664
NCU42,OUT046,2649.1102324324343
NCV29,OUT018,2851.6316958762886
NCY30,OUT017,3384.108064242422
FDQ46,OUT049,1879.0540500000002
FDG58,OUT027,4117.317712631577
FDK33,OUT017,3753.0000993630583
NCD07,OUT045,1827.832845454546
NCX29,OUT027,4117.317712631577
NCT42,OUT013,2649.1102324324343
DRN59,OUT035,798.2176035398227
FDI44,OUT035,1243.0689297709919
FDA45,OUT049,2568.3328336448594
FDP31,OUT045,1103.1862133333327
FDY01,OUT046,1922.1493817142853
FDT09,OUT018,1752.252440000001
DRH03,OUT027,2517.8820884848496
FDA36,OUT018,2752.9709346534664
NCF31,OUT017,2286.413267368421
FDG14,OUT049,2286.413267368421
FDG28,OUT027,6280.890879999999
FDU14,OUT049,4433.30403265306
FDY47,OUT019,281.48208181818165
FDI56,OUT049,1259.5490513157893
DRD01,OUT013,796.6402682539683
FDM22,OUT046,935.0323883040934
FDH33,OUT013,507.04640366972484
DRZ24,OUT013,1922.1493817142853
NCQ38,OUT046,1690.234086238532
FDO16,OUT027,2517.8820884848496
FDU07,OUT027,4117.317712631577
NCB07,OUT013,2893.83982589928
FDU48,OUT045,1827.832845454546
NCM43,OUT045,2894.2207107142867
FDR31,OUT010,346.89728372093015
DRK49,OUT018,507.04640366972484
NCI30,OUT010,584.7577647727272
DRD60,OUT017,3384.108064242422
NCG19,OUT046,3454.0625591549287
FDH12,OUT035,1511.8747716981122
FDM32,OUT035,1424.5946902777778
FDM27,OUT035,2894.2207107142867
NCU53,OUT027,4117.317712631577
NCQ18,OUT046,1559.342975268817
FDS10,OUT013,2568.3328336448594
FDB33,OUT027,4117.317712631577
FDI12,OUT013,1424.5946902777778
NCW42,OUT013,3753.0000993630583
NCC06,OUT018,1752.252440000001
FDW02,OUT017,1987.2510486486474
NCD43,OUT017,1690.234086238532
FDM57,OUT018,1259.5490513157893
FDA58,OUT017,3737.295775182482
FDK56,OUT046,3384.108064242422
FDP52,OUT045,4109.900606217618
FDW20,OUT018,1752.252440000001
FDS52,OUT049,1690.234086238532
NCT29,OUT018,1752.252440000001
NCL54,OUT013,2851.6316958762886
FDC05,OUT045,3130.004904950495
FDF34,OUT035,2752.9709346534664
FDP03,OUT027,3242.0620715328478
FDD32,OUT010,219.21852093023253
FDZ10,OUT045,1827.832845454546
FDZ40,OUT035,935.0323883040934
FDD51,OUT018,507.04640366972484
NCY30,OUT019,425.9355914529913
FDP58,OUT017,3737.295775182482
FDV49,OUT017,4433.30403265306
FDY24,OUT019,165.91858165137614
NCO55,OUT017,1511.8747716981122
FDR13,OUT017,1922.1493817142853
FDS51,OUT017,935.0323883040934
FDP26,OUT045,1879.0540500000002
NCB54,OUT027,3242.0620715328478
FDF32,OUT017,3130.004904950495
FDN31,OUT018,2893.83982589928
DRM48,OUT017,583.8145788617884
FDN20,OUT049,2453.747700699301
DRL01,OUT046,3454.0625591549287
FDV56,OUT049,1784.4287381818176
DRH13,OUT027,2517.8820884848496
FDA03,OUT017,2453.747700699301
FDF47,OUT027,5329.314724444442
FDX32,OUT046,2660.9504030303033
FDX57,OUT049,1559.342975268817
NCA30,OUT045,2939.348476190476
FDO49,OUT013,713.8586545454544
FDL04,OUT019,219.21852093023253
DRM48,OUT035,583.8145788617884
FDR16,OUT013,3454.0625591549287
NCC19,OUT018,2893.83982589928
NCE42,OUT045,4109.900606217618
FDY24,OUT017,935.0323883040934
FDH19,OUT049,2568.3328336448594
FDJ46,OUT013,2851.6316958762886
FDN45,OUT010,584.7577647727272
FDY08,OUT035,2142.7435709401716
FDZ37,OUT035,1481.8506141732291
NCT30,OUT045,798.2176035398227
DRY23,OUT018,507.04640366972484
NCZ30,OUT018,1752.252440000001
FDC44,OUT018,1752.252440000001
FDB45,OUT035,1690.234086238532
FDY04,OUT013,2894.2207107142867
FDM27,OUT046,2894.2207107142867
FDZ43,OUT017,4109.900606217618
FDT39,OUT019,346.89728372093015
NCC06,OUT019,281.48208181818165
FDL15,OUT027,4117.317712631577
FDL57,OUT017,4034.300306896551
FDU08,OUT046,1559.342975268817
FDK40,OUT017,4433.30403265306
FDQ12,OUT010,584.7577647727272
FDS48,OUT017,2660.9504030303033
FDP09,OUT045,3753.0000993630583
FDW21,OUT049,1559.342975268817
FDY25,OUT035,3384.108064242422
DRE13,OUT017,1481.8506141732291
FDV43,OUT019,92.67548155339807
FDD22,OUT045,1511.8747716981122
FDM46,OUT019,219.21852093023253
NCO30,OUT010,482.6995426229507
FDM25,OUT046,2851.6316958762886
NCN41,OUT049,1987.2510486486474
FDU24,OUT045,1481.8506141732291
FDZ50,OUT046,3384.108064242422
FDP45,OUT013,4034.300306896551
NCM54,OUT045,1827.832845454546
FDW10,OUT019,425.9355914529913
FDP20,OUT017,1987.2510486486474
FDK32,OUT046,2660.9504030303033
FDN52,OUT049,1259.5490513157893
FDM58,OUT045,1784.4287381818176
FDZ46,OUT027,3242.0620715328478
NCA18,OUT018,1752.252440000001
FDD35,OUT046,2243.6695967213113
NCK31,OUT035,713.8586545454544
FDI40,OUT027,2517.8820884848496
FDT50,OUT019,219.21852093023253
NCT06,OUT046,2894.2207107142867
FDT31,OUT035,2752.9709346534664
FDT45,OUT049,796.6402682539683
FDT13,OUT045,2939.348476190476
FDO50,OUT045,1424.5946902777778
NCU18,OUT010,281.48208181818165
NCR54,OUT049,3130.004904950495
NCO18,OUT018,2851.6316958762886
FDU09,OUT045,935.0323883040934
FDT13,OUT018,2893.83982589928
FDE09,OUT046,1690.234086238532
NCK53,OUT019,219.21852093023253
FDG45,OUT049,3454.0625591549287
DRH15,OUT035,677.1027476190475
FDO21,OUT019,584.7577647727272
FDD14,OUT027,5329.314724444442
FDC09,OUT046,1784.4287381818176
FDH45,OUT027,1378.2631852760737
FDV32,OUT046,1103.1862133333327
FDG12,OUT035,2243.6695967213113
FDS32,OUT013,2309.2007980000003
NCL55,OUT018,3327.9525829268273
DRE01,OUT035,3737.295775182482
DRE15,OUT049,1259.5490513157893
NCL42,OUT045,4109.900606217618
FDP31,OUT013,1103.1862133333327
FDN33,OUT018,1259.5490513157893
FDZ59,OUT046,2503.5013364485976
FDE45,OUT010,425.9355914529913
FDJ07,OUT013,1922.1493817142853
FDQ45,OUT018,2752.9709346534664
FDM33,OUT027,5329.314724444442
FDO15,OUT010,165.91858165137614
FDM46,OUT013,1481.8506141732291
FDR03,OUT045,3753.0000993630583
FDY49,OUT018,2232.8470218487396
FDQ60,OUT045,1827.832845454546
FDW10,OUT049,2568.3328336448594
FDO51,OUT049,677.1027476190475
FDJ40,OUT018,1372.688490740741
FDS20,OUT018,3384.108064242422
FDU45,OUT013,1922.1493817142853
FDV02,OUT035,2894.2207107142867
FDN09,OUT046,4109.900606217618
NCM55,OUT027,5329.314724444442
FDN23,OUT018,2232.8470218487396
FDY31,OUT010,346.89728372093015
FDW03,OUT010,219.21852093023253
FDD14,OUT046,3384.108064242422
FDV23,OUT017,2142.7435709401716
DRI03,OUT045,2851.6316958762886
FDN13,OUT035,1559.342975268817
FDF45,OUT027,1378.2631852760737
FDU46,OUT035,1424.5946902777778
FDB57,OUT049,3753.0000993630583
FDV12,OUT049,1559.342975268817
FDQ58,OUT013,2649.1102324324343
NCA18,OUT017,1922.1493817142853
FDH52,OUT049,796.6402682539683
FDM24,OUT018,2232.8470218487396
NCP43,OUT027,5329.314724444442
NCO18,OUT019,425.9355914529913
FDM32,OUT017,1424.5946902777778
NCL07,OUT017,583.8145788617884
FDK03,OUT013,4034.300306896551
FDP59,OUT017,1784.4287381818176
FDQ24,OUT049,4433.30403265306
FDQ16,OUT018,1372.688490740741
FDU44,OUT013,2894.2207107142867
FDH28,OUT010,92.67548155339807
FDV28,OUT019,92.67548155339807
FDM22,OUT045,935.0323883040934
FDR56,OUT046,3130.004904950495
FDV39,OUT049,2752.9709346534664
FDU37,OUT019,165.91858165137614
FDQ11,OUT010,584.7577647727272
FDX02,OUT045,3753.0000993630583
NCS42,OUT018,1259.5490513157893
FDY57,OUT027,2517.8820884848496
FDB21,OUT049,3454.0625591549287
FDE28,OUT017,3737.295775182482
FDQ55,OUT017,1922.1493817142853
FDA48,OUT049,3454.0625591549287
FDZ19,OUT045,2851.6316958762886
NCC43,OUT045,4034.300306896551
NCV18,OUT046,1481.8506141732291
NCA42,OUT018,2232.8470218487396
FDY45,OUT046,4433.30403265306
NCC30,OUT045,2568.3328336448594
FDM57,OUT013,1243.0689297709919
FDL09,OUT010,425.9355914529913
FDB09,OUT027,3242.0620715328478
FDT44,OUT035,2142.7435709401716
NCT06,OUT027,4117.317712631577
FDX26,OUT049,3384.108064242422
FDK32,OUT013,2660.9504030303033
DRA12,OUT046,2309.2007980000003
FDO46,OUT010,482.6995426229507
FDE52,OUT013,1424.5946902777778
NCH42,OUT045,4109.900606217618
FDV08,OUT035,677.1027476190475
FDB47,OUT018,3327.9525829268273
FDC28,OUT010,281.48208181818165
FDD22,OUT046,1922.1493817142853
FDS07,OUT027,3242.0620715328478
DRI13,OUT045,3753.0000993630583
FDG32,OUT018,3327.9525829268273
FDU14,OUT017,4433.30403265306
FDD28,OUT019,165.91858165137614
NCP41,OUT017,1690.234086238532
FDS08,OUT049,2851.6316958762886
FDX47,OUT045,2286.413267368421
FDC53,OUT019,219.21852093023253
FDQ19,OUT035,4109.900606217618
FDL14,OUT045,2286.413267368421
FDM33,OUT019,584.7577647727272
FDA51,OUT045,1827.832845454546
FDZ27,OUT018,713.8586545454544
FDT04,OUT046,677.1027476190475
DRC13,OUT049,2243.6695967213113
FDR16,OUT027,5329.314724444442
FDQ03,OUT027,6280.890879999999
FDE38,OUT035,2286.413267368421
DRH23,OUT027,1378.2631852760737
FDT11,OUT019,482.6995426229507
FDD09,OUT035,2851.6316958762886
FDR40,OUT045,1481.8506141732291
FDX07,OUT017,3384.108064242422
FDR07,OUT035,1559.342975268817
FDA51,OUT017,1922.1493817142853
FDT59,OUT019,584.7577647727272
FDF20,OUT017,3130.004904950495
FDR13,OUT045,1827.832845454546
FDY26,OUT049,3753.0000993630583
FDW04,OUT017,1987.2510486486474
FDK52,OUT017,3737.295775182482
FDN60,OUT049,2894.2207107142867
FDM09,OUT019,425.9355914529913
FDP46,OUT049,1259.5490513157893
FDB50,OUT019,165.91858165137614
NCQ29,OUT049,4034.300306896551
FDP16,OUT027,6280.890879999999
FDX33,OUT018,2232.8470218487396
FDP07,OUT010,482.6995426229507
FDN22,OUT046,4034.300306896551
FDF39,OUT049,4034.300306896551
FDS21,OUT017,935.0323883040934
NCM42,OUT013,1879.0540500000002
FDK50,OUT019,425.9355914529913
DRF13,OUT027,4117.317712631577
FDH35,OUT018,2232.8470218487396
FDP60,OUT018,1372.688490740741
DRJ49,OUT027,3242.0620715328478
NCT42,OUT019,346.89728372093015
FDE38,OUT049,2286.413267368421
FDI04,OUT049,3130.004904950495
NCH54,OUT045,2894.2207107142867
FDT56,OUT049,796.6402682539683
DRD15,OUT018,3327.9525829268273
FDV58,OUT013,2893.83982589928
FDP21,OUT049,3391.5912527272735
FDH05,OUT013,3454.0625591549287
FDR10,OUT027,4117.317712631577
NCP06,OUT045,2453.747700699301
FDF33,OUT049,1879.0540500000002
DRK37,OUT013,2893.83982589928
DRH49,OUT045,1243.0689297709919
FDT58,OUT013,2286.413267368421
FDD41,OUT018,1372.688490740741
FDP40,OUT018,1372.688490740741
FDM51,OUT027,2517.8820884848496
FDO45,OUT010,219.21852093023253
FDW33,OUT010,219.21852093023253
FDY24,OUT045,935.0323883040934
FDB10,OUT010,584.7577647727272
FDM40,OUT035,2309.2007980000003
NCI06,OUT017,3384.108064242422
FDW12,OUT019,346.89728372093015
FDX48,OUT027,4117.317712631577
NCW05,OUT027,2517.8820884848496
FDX27,OUT017,1559.342975268817
DRM37,OUT045,3130.004904950495
FDA38,OUT045,4109.900606217618
FDR36,OUT046,677.1027476190475
FDZ45,OUT046,3130.004904950495
FDG05,OUT017,2286.413267368421
FDK28,OUT013,4433.30403265306
FDV47,OUT045,1424.5946902777778
FDN21,OUT045,2453.747700699301
FDP20,OUT027,3242.0620715328478
FDI35,OUT045,3384.108064242422
DRY23,OUT013,507.04640366972484
FDA56,OUT017,2243.6695967213113
FDB09,OUT013,1987.2510486486474
NCO26,OUT027,3242.0620715328478
FDQ49,OUT018,2232.8470218487396
FDI52,OUT027,3242.0620715328478
FDZ44,OUT027,3242.0620715328478
FDZ09,OUT018,2232.8470218487396
FDY03,OUT049,1922.1493817142853
NCG42,OUT017,1987.2510486486474
DRI13,OUT027,5329.314724444442
FDQ32,OUT013,1987.2510486486474
FDW16,OUT035,1424.5946902777778
FDU27,OUT046,798.2176035398227
FDR28,OUT010,425.9355914529913
FDQ49,OUT010,346.89728372093015
FDS37,OUT046,1922.1493817142853
FDW26,OUT018,3327.9525829268273
FDX12,OUT018,3327.9525829268273
NCP06,OUT013,2453.747700699301
FDW45,OUT010,346.89728372093015
NCN30,OUT049,1559.342975268817
FDN24,OUT049,796.6402682539683
NCL41,OUT027,1378.2631852760737
FDR02,OUT019,281.48208181818165
FDD09,OUT010,425.9355914529913
FDS33,OUT010,219.21852093023253
FDU22,OUT045,1827.832845454546
FDI53,OUT013,2503.5013364485976
DRH01,OUT049,2568.3328336448594
FDX32,OUT013,2309.2007980000003
NCP30,OUT018,507.04640366972484
FDB60,OUT045,3391.5912527272735
FDB14,OUT049,1259.5490513157893
NCP02,OUT035,935.0323883040934
FDJ10,OUT017,2309.2007980000003
FDG34,OUT046,1784.4287381818176
NCB18,OUT017,1424.5946902777778
FDM16,OUT049,1103.1862133333327
FDW25,OUT018,1259.5490513157893
FDB35,OUT010,219.21852093023253
DRN11,OUT013,2309.2007980000003
FDF41,OUT019,584.7577647727272
FDH16,OUT045,1424.5946902777778
NCQ50,OUT018,3327.9525829268273
DRH23,OUT018,796.6402682539683
DRJ37,OUT013,2286.413267368421
DRJ24,OUT027,5329.314724444442
FDY16,OUT035,3384.108064242422
FDQ27,OUT045,1879.0540500000002
FDZ33,OUT045,2503.5013364485976
FDF29,OUT045,1827.832845454546
FDA08,OUT049,2286.413267368421
FDG31,OUT046,1103.1862133333327
FDE34,OUT019,482.6995426229507
NCR30,OUT027,1378.2631852760737
FDV33,OUT035,4034.300306896551
DRZ24,OUT018,1752.252440000001
NCL54,OUT035,2851.6316958762886
FDR12,OUT049,3104.1898299065438
NCC54,OUT046,3454.0625591549287
DRN59,OUT013,798.2176035398227
FDX50,OUT019,281.48208181818165
FDV31,OUT027,5329.314724444442
NCA29,OUT027,4117.317712631577
FDW60,OUT049,2851.6316958762886
FDX08,OUT017,3384.108064242422
DRD49,OUT013,3454.0625591549287
FDD33,OUT046,3454.0625591549287
FDW35,OUT013,507.04640366972484
FDJ36,OUT017,1784.4287381818176
FDV51,OUT035,2894.2207107142867
FDW36,OUT046,1511.8747716981122
FDH35,OUT046,2453.747700699301
NCS30,OUT027,3242.0620715328478
FDN49,OUT017,677.1027476190475
FDL08,OUT018,3327.9525829268273
FDI09,OUT013,3454.0625591549287
FDP19,OUT018,1752.252440000001
FDU21,OUT010,92.67548155339807
NCP41,OUT045,1690.234086238532
FDY10,OUT013,1922.1493817142853
FDP12,OUT018,507.04640366972484
NCN26,OUT049,1922.1493817142853
FDK44,OUT013,2568.3328336448594
FDC28,OUT049,1879.0540500000002
FDJ41,OUT027,6280.890879999999
NCT29,OUT035,1987.2510486486474
NCH42,OUT019,584.7577647727272
FDU60,OUT018,2232.8470218487396
FDS02,OUT045,3391.5912527272735
FDC51,OUT046,2243.6695967213113
FDU03,OUT013,3384.108064242422
FDX39,OUT045,3753.0000993630583
NCY05,OUT010,92.67548155339807
NCL06,OUT027,6280.890879999999
FDD32,OUT035,1243.0689297709919
NCN41,OUT045,1827.832845454546
NCX53,OUT049,2309.2007980000003
FDU57,OUT019,346.89728372093015
FDQ23,OUT046,1879.0540500000002
FDQ52,OUT045,4433.30403265306
FDC14,OUT045,677.1027476190475
FDY09,OUT035,2568.3328336448594
FDQ28,OUT045,2894.2207107142867
FDV25,OUT046,3753.0000993630583
FDJ07,OUT035,1922.1493817142853
DRB25,OUT049,1511.8747716981122
FDK52,OUT019,584.7577647727272
FDY52,OUT027,1378.2631852760737
FDB28,OUT046,3391.5912527272735
FDT36,OUT035,583.8145788617884
FDV25,OUT017,3753.0000993630583
NCN07,OUT027,3242.0620715328478
FDC57,OUT017,2939.348476190476
FDQ03,OUT018,3327.9525829268273
FDU23,OUT017,2894.2207107142867
NCX41,OUT035,3753.0000993630583
NCD06,OUT035,798.2176035398227
FDW08,OUT045,1511.8747716981122
NCU29,OUT017,2649.1102324324343
NCE06,OUT013,2503.5013364485976
FDV52,OUT010,281.48208181818165
FDB02,OUT017,2851.6316958762886
NCR18,OUT045,677.1027476190475
FDK16,OUT049,1559.342975268817
NCQ29,OUT010,584.7577647727272
FDZ01,OUT019,219.21852093023253
FDW27,OUT035,2503.5013364485976
FDD17,OUT018,3327.9525829268273
FDW39,OUT013,2851.6316958762886
DRH59,OUT045,1103.1862133333327
FDS52,OUT013,1690.234086238532
FDU40,OUT027,5329.314724444442
NCF54,OUT013,2568.3328336448594
FDH46,OUT045,1879.0540500000002
NCP14,OUT049,1879.0540500000002
FDH50,OUT049,3384.108064242422
DRF15,OUT010,346.89728372093015
FDV27,OUT027,2517.8820884848496
NCJ06,OUT049,2243.6695967213113
FDN02,OUT018,3327.9525829268273
FDQ51,OUT049,798.2176035398227
FDQ07,OUT017,3737.295775182482
FDS45,OUT049,1879.0540500000002
NCJ06,OUT045,1827.832845454546
FDD36,OUT035,1922.1493817142853
FDY25,OUT045,3384.108064242422
FDU52,OUT046,2286.413267368421
DRK47,OUT017,3737.295775182482
NCL30,OUT017,1987.2510486486474
FDN22,OUT035,4034.300306896551
NCF30,OUT027,3242.0620715328478
FDK03,OUT035,4034.300306896551
FDT45,OUT017,935.0323883040934
NCC54,OUT027,6280.890879999999
